material,model,date,which,soap_cosine_similarity,path,note
Nb3Sn,Qwen,2025-07-16,latest,0.99999929,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_14_02/Nb3Sn,
Nb3Sn,o4,2025-07-03,earliest,0.99998239,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-03_11_21/Nb3Sn,
Nb3Sn,o4,2025-07-15,latest,0.99999972,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-23_01_27/Nb3Sn,
Nb3Sn,gemini,2025-07-03,earliest,0.99999979,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-10_02_09/Nb3Sn,
Nb3Sn,gemini,2025-07-23,latest,0.99999978,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_34_48/Nb3Sn,
Nb3Sn,claude,2025-07-03,earliest,0.99999978,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-15_01_26/Nb3Sn,
Nb3Sn,claude,2025-07-16,latest,0.99999961,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-16_22_51/Nb3Sn,
NbN,deepseek,2025-07-02,earliest,0.99999982,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-16_02_26/NbN,
NbN,deepseek,2025-07-15,latest,0.99999978,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_28_32/NbN,
NbN,gpt-4o,2025-07-02,earliest,0.99999970,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-22_03_02/NbN,
NbN,gpt-4o,2025-07-15,latest,0.99999982,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-14_31_27/NbN,
NbN,Qwen,2025-07-03,earliest,0.99999983,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_40_45/NbN,
NbN,Qwen,2025-07-16,latest,0.99999978,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_12_29/NbN,
NbN,o4,2025-07-03,earliest,0.99999975,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-03_10_54/NbN,
NbN,o4,2025-07-15,latest,0.99999980,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-22_25_00/NbN,
NbN,gemini,2025-07-03,earliest,0.99999982,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-09_59_17/NbN,
NbN,gemini,2025-07-23,latest,0.99999980,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_18_07/NbN,
NbN,claude,2025-07-03,earliest,0.99999982,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_54_39/NbN,
NbN,claude,2025-07-16,latest,0.99999982,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-16_02_55/NbN,
Ni,deepseek,2025-07-02,earliest,0.99999696,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-12_59_53/Ni,
Ni,deepseek,2025-07-15,latest,0.99999400,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_25_39/Ni,
Ni,gpt-4o,2025-07-02,earliest,0.99999370,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_13/Ni,
Ni,gpt-4o,2025-07-15,latest,0.99999463,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-11_37_53/Ni,
Ni,Qwen,2025-07-03,earliest,0.99999668,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-04_01_41/Ni,
Ni,Qwen,2025-07-16,latest,0.99998223,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-01_15_02/Ni,
Ni,o4,2025-07-15,earliest,0.99999530,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-17_22_19/Ni,
Ni,gemini,2025-06-26,earliest,0.99996117,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-20_39_22/Ni,
Ni,gemini,2025-07-23,latest,0.99999751,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_15_57/Ni,
Ni,claude,2025-07-16,earliest,0.99999701,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_28_36/Ni,
Sb2Te3,deepseek,2025-07-02,earliest,0.99903107,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_04_12/Sb2Te3,
Sb2Te3,deepseek,2025-07-15,latest,0.99997999,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_14/Sb2Te3,
Sb2Te3,gpt-4o,2025-07-02,earliest,0.99998450,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-20_11_04/Sb2Te3,
Sb2Te3,gpt-4o,2025-07-15,latest,0.99998737,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-12_39_14/Sb2Te3,
Sb2Te3,Qwen,2025-07-03,earliest,0.99998920,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-05_36_20/Sb2Te3,
Sb2Te3,Qwen,2025-07-16,latest,0.99767138,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-02_55_11/Sb2Te3,
Sb2Te3,o4,2025-07-03,earliest,0.99997120,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_41_56/Sb2Te3,
Sb2Te3,o4,2025-07-15,latest,0.99998450,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_32_11/Sb2Te3,
Sb2Te3,gemini,2025-07-23,earliest,0.99998048,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_04/Sb2Te3,
Sb2Te3,claude,2025-07-03,earliest,0.99837182,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_51_35/Sb2Te3,
Sb2Te3,claude,2025-07-16,latest,0.99833337,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_14_22/Sb2Te3,
SiO2,deepseek,2025-07-02,earliest,0.99962916,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_14_30/SiO2,
SiO2,deepseek,2025-07-15,latest,0.99790138,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_14/SiO2,
SiO2,gpt-4o,2025-07-02,earliest,0.99887647,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-20_23_34/SiO2,
SiO2,gpt-4o,2025-07-15,latest,0.99815117,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-13_08_49/SiO2,
SiO2,Qwen,2025-07-03,earliest,0.99794731,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-05_58_55/SiO2,
SiO2,Qwen,2025-07-16,latest,0.99730331,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-03_31_30/SiO2,
SiO2,o4,2025-07-03,earliest,0.99867642,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-01_02_24/SiO2,
SiO2,o4,2025-07-15,latest,0.99849349,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_54_06/SiO2,
SiO2,gemini,2025-06-26,earliest,0.99714051,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-20_57_41/SiO2,
SiO2,gemini,2025-07-23,latest,0.97505530,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_04/SiO2,
SiO2,claude,2025-07-03,earliest,0.99867084,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_51_43/SiO2,
SiO2,claude,2025-07-16,latest,0.99786565,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_20_45/SiO2,
SnSe,deepseek,2025-07-15,earliest,0.99695244,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_26_25/SnSe,
SnSe,gpt-4o,2025-07-02,earliest,0.99686586,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_36/SnSe,
SnSe,gpt-4o,2025-07-15,latest,0.99701036,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-12_07_45/SnSe,
SnSe,Qwen,2025-07-03,earliest,0.99780574,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-04_47_48/SnSe,
SnSe,Qwen,2025-07-16,latest,0.99698274,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-02_27_57/SnSe,
SnSe,o4,2025-07-03,earliest,0.99437250,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_07_14/SnSe,
SnSe,o4,2025-07-15,latest,0.99694110,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_15_23/SnSe,
SnSe,gemini,2025-07-03,earliest,0.99714024,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-08_15_45/SnSe,
SnSe,gemini,2025-07-23,latest,0.99694545,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_01/SnSe,
SnSe,claude,2025-07-03,earliest,0.99730188,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_50_59/SnSe,
SnSe,claude,2025-07-16,latest,0.99696620,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_39_02/SnSe,
Sr2RuO4,deepseek,2025-07-02,earliest,0.99998656,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-16_03_46/Sr2RuO4,
Sr2RuO4,deepseek,2025-07-15,latest,0.99998616,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_28_32/Sr2RuO4,
Sr2RuO4,gpt-4o,2025-07-15,earliest,0.99998688,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-14_31_30/Sr2RuO4,
Sr2RuO4,Qwen,2025-07-03,earliest,0.99998551,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_51_00/Sr2RuO4,
Sr2RuO4,Qwen,2025-07-16,latest,0.99998075,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_12_46/Sr2RuO4,
Sr2RuO4,o4,2025-07-03,earliest,0.99998719,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-03_10_54/Sr2RuO4,
Sr2RuO4,o4,2025-07-15,latest,0.99998116,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-22_31_26/Sr2RuO4,
Sr2RuO4,gemini,2025-07-23,earliest,0.99998304,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_27_57/Sr2RuO4,
Sr2RuO4,claude,2025-07-03,earliest,0.99998360,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_55_29/Sr2RuO4,
Sr2RuO4,claude,2025-07-16,latest,0.99998652,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-16_05_56/Sr2RuO4,
TePb,deepseek,2025-07-02,earliest,0.99999633,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_08_35/TePb,
TePb,deepseek,2025-07-15,latest,0.99999329,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_14/TePb,
TePb,gpt-4o,2025-07-02,earliest,0.99999028,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-20_15_23/TePb,
TePb,gpt-4o,2025-07-15,latest,0.99999144,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-12_53_53/TePb,
TePb,Qwen,2025-07-03,earliest,0.99994593,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-05_41_49/TePb,
TePb,Qwen,2025-07-16,latest,0.99999058,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-03_09_10/TePb,
TePb,o4,2025-07-03,earliest,0.99999123,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-01_01_00/TePb,
TePb,o4,2025-07-15,latest,0.99998901,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_53_59/TePb,
TePb,gemini,2025-07-03,earliest,0.99999364,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-08_35_54/TePb,
TePb,gemini,2025-07-23,latest,0.99999064,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_04/TePb,
TePb,claude,2025-07-03,earliest,0.99999243,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_51_36/TePb,
TePb,claude,2025-07-16,latest,0.99999289,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_17_58/TePb,
Ti,deepseek,2025-07-02,earliest,0.99999991,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-12_59_04/Ti,
Ti,deepseek,2025-07-15,latest,0.99999989,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_25_24/Ti,
Ti,gpt-4o,2025-07-02,earliest,0.99999996,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_53_43/Ti,
Ti,gpt-4o,2025-07-15,latest,0.99999995,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-11_28_31/Ti,
Ti,Qwen,2025-07-03,earliest,0.99961026,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-03_19_46/Ti,
Ti,Qwen,2025-07-15,latest,0.99999995,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_Qwen/Qwen3-32B-23_46_33/Ti,
Ti,o4,2025-07-02,earliest,0.99999993,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_o4-mini-23_33_30/Ti,
Ti,o4,2025-07-15,latest,0.99999997,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-17_06_04/Ti,
Ti,gemini,2025-06-26,earliest,0.99952294,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-20_42_14/Ti,
Ti,gemini,2025-07-23,latest,0.99999979,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_15_31/Ti,
Ti,claude,2025-07-16,earliest,0.99999996,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_28_17/Ti,
TiC,deepseek,2025-07-02,earliest,0.99999932,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-16_03_48/TiC,
TiC,deepseek,2025-07-15,latest,0.99999985,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_28_32/TiC,
TiC,gpt-4o,2025-07-15,earliest,0.99999988,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-14_36_47/TiC,
TiC,Qwen,2025-07-03,earliest,0.99999966,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-06_51_33/TiC,
TiC,Qwen,2025-07-16,latest,0.99999985,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_13_00/TiC,
TiC,o4,2025-07-03,earliest,0.99999996,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-03_10_54/TiC,
TiC,o4,2025-07-15,latest,0.99999989,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-22_40_09/TiC,
TiC,gemini,2025-06-26,earliest,0.99420079,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-21_14_33/TiC,
TiC,gemini,2025-07-23,latest,0.99999985,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_31_53/TiC,
TiC,claude,2025-07-16,earliest,0.99999919,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-16_10_36/TiC,
TiPbO3,deepseek,2025-07-02,earliest,0.99993989,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-13_00_28/TiPbO3,
TiPbO3,deepseek,2025-07-15,latest,0.99999979,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_26_25/TiPbO3,
TiPbO3,gpt-4o,2025-07-02,earliest,0.99999951,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-19_54_38/TiPbO3,
TiPbO3,gpt-4o,2025-07-15,latest,0.99999918,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-12_04_02/TiPbO3,
TiPbO3,Qwen,2025-07-03,earliest,0.99997927,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_Qwen/Qwen3-32B-04_45_56/TiPbO3,
TiPbO3,Qwen,2025-07-16,latest,0.99999566,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-02_24_07/TiPbO3,
TiPbO3,o4,2025-07-03,earliest,0.99999994,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-00_07_14/TiPbO3,
TiPbO3,o4,2025-07-15,latest,0.99999954,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-18_10_53/TiPbO3,
TiPbO3,gemini,2025-07-03,earliest,0.99999978,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_gemini-2.5-pro-exp-03-25-08_15_16/TiPbO3,
TiPbO3,gemini,2025-07-23,latest,0.99999979,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_16_01/TiPbO3,
TiPbO3,claude,2025-07-03,earliest,0.99991105,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_50_59/TiPbO3,
TiPbO3,claude,2025-07-16,latest,0.99999933,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-13_33_03/TiPbO3,
Zn,deepseek,2025-07-02,earliest,0.99989172,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_deepseek-v3-15_06_29/Zn,
Zn,deepseek,2025-07-15,latest,0.99998773,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_deepseek-v3-11_27_40/Zn,
Zn,gpt-4o,2025-07-02,earliest,0.99999830,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_02/relax_gpt-4o-20_52_02/Zn,
Zn,gpt-4o,2025-07-15,latest,0.99998469,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_gpt-4o-13_55_09/Zn,
Zn,Qwen,2025-07-16,earliest,0.99999913,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_Qwen/Qwen3-32B-13_11_56/Zn,
Zn,o4,2025-07-03,earliest,0.99999646,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_o4-mini-02_20_58/Zn,
Zn,o4,2025-07-15,latest,0.99998032,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_15/relax_o4-mini-21_02_47/Zn,
Zn,gemini,2025-06-26,earliest,0.99938454,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_06_26/relax_gemini-2.5-pro-exp-03-25-20_54_02/Zn,
Zn,gemini,2025-07-23,latest,0.99998599,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_23/relax_gemini-2.5-pro-thinking-00_17_38/Zn,
Zn,claude,2025-07-03,earliest,0.99999679,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_03/relax_claude-3-7-sonnet-thinking-14_52_43/Zn,
Zn,claude,2025-07-16,latest,0.99999428,/home/bingxing2/ailab/xiazeyu_p/Programs/vasp_benchmark/material_evaluator/runs/2025_07_16/relax_claude-3-7-sonnet-thinking-14_49_55/Zn,
